id,name,overview,synonym,update_by,published_at,created_by,updated_by,created_at,updated_at,belongs_to
36,Ù tai,Ù tai là nghe thấy tiếng ồn trong tai. Nó xuất hiện từ 10 đến 15% dân số.<br>Ù tai chủ quan là nhận thức về âm thanh khi không có một kích thích âm thanh nào và chỉ được nghe bởi bệnh nhân. Hầu hết ù tai là chủ quan.<br>Ù tai khách quan là không phổ biến và do tiếng ồn tạo ra bởi các cấu trúc gần tai. Đôi khi ù tai là đủ lớn để người khám nghe được.,[],,2022-01-12 12:43:54.802+00,1,1,2022-01-12 10:06:17.557+00,2022-01-12 12:43:54.816+00,
124,Thay đổi tính cách hoặc hành vi,,,,2022-01-14 04:15:08.272+00,1,1,2022-01-14 04:15:05.968+00,2022-01-14 04:15:08.285+00,
163,Máu trong phân,,,,2022-01-14 05:09:13.766+00,2,2,2022-01-14 05:09:11.499+00,2022-01-14 05:09:13.779+00,
128,Tăng trưởng chậm ở trẻ em,,,,2022-01-14 04:19:42.185+00,3,3,2022-01-14 04:19:40.822+00,2022-01-14 04:19:42.197+00,
126,Cứng cổ,,,,2022-01-14 04:47:51.189+00,1,1,2022-01-14 04:17:28.729+00,2022-01-14 04:47:51.201+00,
205,Ăn không ngon,,,,2022-01-14 07:24:56.317+00,3,3,2022-01-14 07:24:54.496+00,2022-01-14 07:24:56.366+00,
251,Cáu kỉnh,"Hay cáu kính: tính khí thất thường, luôn khó chịu và không bằng lòng với tất cả mọi thứ dễ cáu giận, mất kiểm soát",,,2022-01-14 08:22:41.257+00,2,2,2022-01-14 08:22:39.761+00,2022-01-14 08:22:41.276+00,
307,Thở ngắn,,,,2022-01-14 10:05:55.199+00,1,1,2022-01-14 10:05:53.686+00,2022-01-14 10:05:55.216+00,
439,rối loạn kinh nguyệt,,,,2022-01-15 08:16:48.7+00,3,3,2022-01-15 08:16:46.999+00,2022-01-15 08:16:48.713+00,
517,U tiểu não,,,,2022-01-16 10:20:24.648+00,2,2,2022-01-16 10:20:23.086+00,2022-01-16 10:20:24.66+00,
497,Nuốt đau,,,,2022-01-16 09:03:56.327+00,2,2,2022-01-16 09:03:54.722+00,2022-01-16 09:03:56.348+00,
514,U thuỳ trán,,,,2022-01-16 10:19:11.989+00,2,2,2022-01-16 10:19:10.226+00,2022-01-16 10:19:12.025+00,
574,Đột ngột thay đổi tâm trạng,,,,2022-01-17 10:38:50.134+00,1,1,2022-01-17 10:38:47.709+00,2022-01-17 10:38:50.156+00,
611,Sút cân,,,,2022-01-18 02:17:01.423+00,1,1,2022-01-18 02:16:59.467+00,2022-01-18 02:17:01.438+00,
613,Mỏi vai gáy,,,,2022-01-18 02:18:46.142+00,1,1,2022-01-18 02:18:44.557+00,2022-01-18 02:18:46.153+00,
370,Mất cân bằng,,,,2022-01-15 05:24:43.434+00,1,1,2022-01-15 05:24:42.127+00,2022-01-18 03:51:58.473+00,
705,Teo lớp mỡ dưới da,,,,2022-01-18 04:01:47.345+00,1,1,2022-01-18 04:01:45.394+00,2022-01-18 04:01:47.367+00,
707,Vết thương lâu lành,,,,2022-01-18 04:02:36.825+00,1,1,2022-01-18 04:02:35.493+00,2022-01-18 04:02:36.838+00,
721,Nhiệt độ cơ thể thấp,,,,2022-01-18 04:13:28.074+00,1,1,2022-01-18 04:13:26.655+00,2022-01-18 04:13:28.088+00,
7,Đau đầu,"Đau đầu là đau ở bất kỳ phần nào của đầu, bao gồm cả da đầu, mặt (bao gồm cả khu vực quanh mắt-thái dương) và bên trong đầu. Đau đầu là một trong những lý do phổ biến nhất mà bệnh nhân tìm kiếm sự chăm sóc y tế.",[],,2022-01-12 12:27:19.662+00,1,1,2022-01-12 10:06:17.234+00,2022-01-12 12:27:19.678+00,
86,Đau răng,"Đau tại răng và xung quanh răng là một vấn đề phổ biến, đặc biệt trên những bệnh nhân vệ sinh răng miệng kém. Đau có thể liên tục, đau sau khi kích thích (ví dụ: nóng, lạnh, thức ăn, đồ uống ngọt, nhai, đánh răng), hoặc cả hai.",[],,2022-01-12 12:29:11.134+00,1,1,2022-01-12 10:06:17.978+00,2022-01-12 12:29:11.148+00,
96,Khó thở,Khó thở là thở không thuận lợi hoặc có khó khăn trong khi thở. Nó là cảm nhận của người bệnh và được mô tả khác nhau tùy theo nguyên nhân.,[],,2022-01-12 12:36:52.75+00,1,1,2022-01-12 10:06:18.052+00,2022-01-12 12:36:52.769+00,
127,Nhạy cảm với ánh sáng,,,,2022-01-14 04:18:03.6+00,1,1,2022-01-14 04:18:01.88+00,2022-01-14 04:18:03.617+00,
164,Rét run,,,,2022-01-14 05:11:34.005+00,2,2,2022-01-14 05:11:32.236+00,2022-01-14 05:11:34.019+00,
129,Tóc trắng,,,,2022-01-14 04:20:12.843+00,1,1,2022-01-14 04:20:09.869+00,2022-01-14 04:20:12.87+00,
125,Ớn lạnh,,,,2022-01-14 04:47:46.196+00,1,1,2022-01-14 04:17:01.192+00,2022-01-14 04:47:46.207+00,
206,Ăn nhiều,,,,2022-01-14 07:25:01.705+00,2,2,2022-01-14 07:24:59.207+00,2022-01-14 07:25:01.79+00,
207,Dễ khát nước,,,,2022-01-14 07:25:16.706+00,2,2,2022-01-14 07:25:14.766+00,2022-01-14 07:25:16.72+00,
252,Buồn rầu,,,,2022-01-14 08:23:55.717+00,2,2,2022-01-14 08:23:54.322+00,2022-01-14 08:23:55.769+00,
308,Ối vỡ non,,,,2022-01-14 10:14:15.982+00,2,2,2022-01-14 10:14:12.808+00,2022-01-14 10:14:15.996+00,
371,Rối loạn thần kinh thực vật,,,,2022-01-15 05:25:36.421+00,1,1,2022-01-15 05:25:35.139+00,2022-01-15 05:25:36.434+00,
498,Đờm có máu,,,,2022-01-16 09:04:29.006+00,2,2,2022-01-16 09:04:27.963+00,2022-01-16 09:04:29.055+00,
515,U thuỳ đỉnh,,,,2022-01-16 10:19:50.123+00,2,2,2022-01-16 10:19:44.427+00,2022-01-16 10:19:50.139+00,
516,U thái dương,,,,2022-01-16 10:20:16.693+00,2,2,2022-01-16 10:20:15.297+00,2022-01-16 10:20:16.707+00,
617,Có ý định tự sát,,,,2022-01-18 02:21:39.596+00,1,1,2022-01-18 02:21:38.058+00,2022-01-18 02:21:39.616+00,
575,Thay đổi vị giác,,,,2022-01-17 10:39:15.993+00,1,1,2022-01-17 10:39:14.117+00,2022-01-17 10:39:16.009+00,
708,Dễ nhiễm trùng,,,,2022-01-18 04:03:16.308+00,1,1,2022-01-18 04:03:14.869+00,2022-01-18 04:03:16.32+00,
722,Vàng tròng trắng mắt,,,,2022-01-18 04:14:21.965+00,1,1,2022-01-18 04:14:20.558+00,2022-01-18 04:14:21.977+00,
709,Da xanh xao,,,,2022-01-18 04:03:55.731+00,1,1,2022-01-18 04:03:54.222+00,2022-01-18 04:03:55.742+00,
712,Tóc dễ gãy rụng,,,,2022-01-18 04:04:54.708+00,1,1,2022-01-18 04:04:53.19+00,2022-01-18 04:04:54.722+00,
30,Mất thính giác,"Hơn 10% người ở Hoa Kỳ có vấn đề nghe kém làm ảnh hưởng đến giao tiếp hàng ngày của họ, khiến nó trở thành rối loạn cảm giác phổ biến nhất. Khoảng 1/800 đến 1/1000 trẻ sơ sinh được sinh ra bị nghe kém từ vừa đến sâu. Hai đến ba lần số trẻ được sinh ra với nghe kém nhẹ hơn. Trong thời thơ ấu, có từ 2 đến 3/3000 trẻ em bị nghe kém từ vừa đến nặng. Thanh thiếu niên có nguy cơ bị phơi nhiễm quá mức vào tiếng ồn, chấn thương đầu, hoặc cả hai. Người già thường trải qua nghe kém tiến triển (nghe kém tuổi già<br>), nó liên quan trực tiếp đến sự kết hợp của quá trình lão hóa, tiếp xúc tiếng ồn, và các yếu tố di truyền. Người ta ước tính có khoảng 30 triệu người ở Hoa Kỳ được tiếp xúc với mức độ ồn gây tổn hại hàng ngày.<br>Nghe kém ở trẻ thơ<br>có thể dẫn đến những khiếm khuyết suốt đời trong kỹ năng ngôn ngữ tiếp nhận và lời nói. Mức độ nghiêm trọng của khuyết tật được xác định bởi<br>Độ tuổi xuất hiện nghe kém<br>Bản chất của nghe kém (thời gian, tần suất bị ảnh hưởng và mức độ)<br>Sự nhạy cảm của từng đứa trẻ (ví dụ như tình trạng khiếm thị cùng tồn tại, khuyết tật về trí tuệ, thâm hụt ngôn ngữ sơ cấp, môi trường ngôn ngữ không đầy đủ)<br>Trẻ em có các khuyết tật về cảm giác, ngôn ngữ hoặc nhận thức khác bị ảnh hưởng nặng nề nhất.",[],,2022-01-12 12:37:49.897+00,1,1,2022-01-12 10:06:17.471+00,2022-01-12 12:37:49.918+00,
165,Thay đổi nhận thức,,,,2022-01-14 06:28:53.968+00,1,1,2022-01-14 06:28:52.309+00,2022-01-14 06:28:53.983+00,
10,Nổi hạch,"<br><br>(Xem thêm Tổng quan về Hệ bạch huyết<br>.)<br>Hạch bạch huyết hiện diện khắp cơ thể, nhiều nhất là ở vùng cổ, nách và bẹn; trên đối tượng khỏe mạnh, có thể sở thầy một vài hạch nhỏ (<1cm) tại những vùng này.<br>Bệnh lý hạch bạch huyết là sự phì đại (> 1 cm) của ≥ 1 hạch bạch huyết; được phân loại thành<br>Tại chỗ: khi chỉ xuất hiện tại 1 vùng<br>Lan tỏa: Khi có mặt ở ≥ 2 vùng cơ thể<br>Viêm hạch bạch huyết<br>Bệnh lý hạch bạch huyết với biểu hiện đau và/hoặc viêm (ví dụ, sưng, đỏ hạch).<br>Các triệu chứng khác xuất hiện tùy thuộc vào bệnh lý nền.",[],,2022-01-12 12:40:29.023+00,1,1,2022-01-12 10:06:17.246+00,2022-01-12 12:40:29.035+00,
253,Đi ngoài ra phân trộn lẫn với máu và chất nhầy,,,,2022-01-14 08:24:54.525+00,3,3,2022-01-14 08:24:52.794+00,2022-01-14 08:24:54.551+00,
372,Tím tái,,,,2022-01-15 05:27:00.439+00,1,1,2022-01-15 05:26:58.96+00,2022-01-15 05:27:00.45+00,
441,Sưng chi,,,,2022-01-15 08:18:29.386+00,3,3,2022-01-15 08:18:27.722+00,2022-01-15 08:18:29.409+00,
499,Mụn nhỏ trên bề mặt da đầu,,,,2022-01-16 09:07:37.811+00,2,2,2022-01-16 09:07:36.329+00,2022-01-16 09:07:37.831+00,
518,Đau rát vùng u,,,,2022-01-16 10:25:33.288+00,2,2,2022-01-16 10:25:31.602+00,2022-01-16 10:25:33.3+00,
500,Gàu,,,,2022-01-16 09:08:32.777+00,2,2,2022-01-16 09:08:31.475+00,2022-01-16 09:08:32.795+00,
576,Thường xuyên ngáp,,,,2022-01-17 10:40:29.188+00,1,1,2022-01-17 10:40:27.645+00,2022-01-17 10:40:29.2+00,
618,Khó nhìn,,,,2022-01-18 02:22:38.415+00,1,1,2022-01-18 02:22:36.869+00,2022-01-18 02:22:38.427+00,
619,Nhanh mỏi mắt,,,,2022-01-18 02:22:53.159+00,1,1,2022-01-18 02:22:51.818+00,2022-01-18 02:22:53.171+00,
724,Ngứa ngáy toàn thân,,,,2022-01-18 04:15:12.073+00,1,1,2022-01-18 04:15:10.308+00,2022-01-18 04:15:12.092+00,
33,Ngạt mũi,<br>Ngạt mũi là tình trạng hốc mũi bị tắc nghẽn do nhiều nguyên nhân khác nhau.,"[""chảy nước mũi""]",,2022-01-12 12:39:32.938+00,1,3,2022-01-12 10:06:17.505+00,2022-01-12 12:39:32.949+00,
4,Sốt,"Sốt là tăng thân nhiệt (> 37.8° C ở miệng hoặc > 38.2° C trực tràng) hoặc cao hơn so với giá trị bình thường hàng ngày được biết đến của một người. Sốt xảy ra khi vùng điều nhiệt (nằm ở vùng dưới đồi) đặt lại ở nhiệt độ cao hơn, chủ yếu là để đáp ứng với một nhiễm trùng. Nhiệt độ cơ thể tăng không phải do đặt lại nhiệt độ được gọi là tăng thân nhiệt.<br>Nhiều bệnh nhân dùng từ ""sốt"" rất mơ hồ, thường có nghĩa là họ cảm thấy quá ấm, quá lạnh, hoặc đổ mồ hôi, nhưng họ đã không thực sự đo nhiệt độ của họ.<br>Triệu chứng thường chủ yếu là do bệnh gây ra tình trạng sốt, mặc dù chính sốt có thể gây ớn lạnh, đổ mồ hôi, và khó chịu và làm cho bệnh nhân cảm thấy đỏ mặt và nóng.",[],,2022-01-12 12:41:22.678+00,1,1,2022-01-12 10:06:17.226+00,2022-01-12 12:41:22.691+00,
322,Bầm tím quanh mi mắt,,,,2022-01-14 14:08:06.737+00,3,3,2022-01-14 14:08:03.862+00,2022-01-14 14:08:06.753+00,
323,Thở hổn hển,,,,2022-01-14 14:08:49.402+00,3,3,2022-01-14 14:08:47.847+00,2022-01-14 14:08:49.413+00,
21,Tinh dịch có máu,<br><br>Xuất tinh máu là tình trạng có máu trong tinh dịch. Nó thường làm bệnh nhân lo ngại nhưng thường lành tính. Bệnh nhân nam giới đôi khi nhầm lẫn xuất tinh máu với đái máu hoặc máu từ bạn tình.,[],,2022-01-12 12:43:46.717+00,1,1,2022-01-12 10:06:17.361+00,2022-01-12 12:43:46.729+00,
131,Tàn nhang,,,,2022-01-14 04:22:53.857+00,1,1,2022-01-14 04:22:51.971+00,2022-01-14 04:22:53.875+00,
166,Khó giao tiếp,,,,2022-01-14 06:29:18.211+00,1,1,2022-01-14 06:29:16.517+00,2022-01-14 06:29:18.227+00,
209,Thiếu sự phối hợp cơ bắp,,,,2022-01-14 07:26:47.09+00,1,1,2022-01-14 07:26:45.392+00,2022-01-14 07:26:47.115+00,
212,Choáng váng,,,,2022-01-14 07:27:46.823+00,2,2,2022-01-14 07:27:44.538+00,2022-01-14 07:27:46.839+00,
254,Ngủ mê man,,,,2022-01-14 08:25:33.818+00,3,3,2022-01-14 08:25:24.699+00,2022-01-14 08:25:33.832+00,
213,Khó khăn trong việc di chuyển,,,,2022-01-14 07:28:33.119+00,1,1,2022-01-14 07:28:31.478+00,2022-01-14 07:28:33.137+00,
255,Sờ thấy một khối u trong bụng,,,,2022-01-14 08:26:05.761+00,3,3,2022-01-14 08:25:59.363+00,2022-01-14 08:26:05.775+00,
373,Phù toàn thân,,,,2022-01-15 05:27:45.562+00,1,1,2022-01-15 05:27:43.127+00,2022-01-15 05:27:45.573+00,
376,Tăng phản xạ gân xương,,,,2022-01-15 05:30:08.681+00,1,1,2022-01-15 05:30:07.369+00,2022-01-15 05:30:08.696+00,
442,Nước chảy từng ít một từ âm đạo,,,,2022-01-15 08:26:59.586+00,3,3,2022-01-15 08:26:51.804+00,2022-01-15 08:26:59.604+00,
501,Bã nhờn tóc,,,,2022-01-16 09:08:41.508+00,2,2,2022-01-16 09:08:40.024+00,2022-01-16 09:08:41.523+00,
621,Nhìn nhoè,,,,2022-01-18 02:24:05.196+00,1,1,2022-01-18 02:24:03.544+00,2022-01-18 02:24:05.214+00,
519,Chảy máu mũi,,,,2022-01-16 10:32:24.285+00,2,2,2022-01-16 10:30:46.983+00,2022-01-16 10:32:24.296+00,
620,Quáng gà,,,,2022-01-18 02:23:24.922+00,1,1,2022-01-18 02:23:23.337+00,2022-01-18 02:23:24.948+00,
577,Đau bụng vùng gan,,,,2022-01-17 10:41:55.176+00,1,1,2022-01-17 10:41:53.555+00,2022-01-17 10:41:55.188+00,
725,Tiểu khó,,,,2022-01-18 04:18:30.257+00,1,1,2022-01-18 04:18:28.735+00,2022-01-18 04:18:30.28+00,
23,Ho ra máu,Ho ra máu là ho ra máu từ đường hô hấp. Ho ra máu nặng nếu bệnh nhân ho ra ≥ 600 mL máu (bằng toàn bộ giá trị của lưu vực thận) trong vòng 24 giờ.,[],,2022-01-12 12:31:04.44+00,1,1,2022-01-12 10:06:17.396+00,2022-01-12 12:31:04.452+00,
13,Mất trí nhớ,"Mất trí nhớ là một triệu chứng phổ biến trong các cơ sở chăm sóc ban đầu. Nó đặc biệt phổ biến trong số những người cao tuổi nhưng cũng có thể gặp ở những người trẻ tuổi. Đôi khi các thành viên trong gia đình chứ không phải bệnh nhân thông báo hiện tượng mất trí nhớ (thường là ở người cao tuổi, bị sa sút trí tuệ).<br>Thầy thuốc lâm sàng và bệnh nhân thường lo ngại rằng, mất trí nhớ là dấu hiệu báo trước của sa sút trí tuệ<br>. Mối quan ngại này dựa trên kiến thức chung cho rằng, dấu hiệu đầu tiên của sa sút trí tuệ thường là mất trí nhớ. Tuy nhiên, hầu hết các trường hợp mất trí nhớ không đại diện cho sự khởi phát của sa sút trí tuệ.<br>Các triệu chứng phổ biến nhất và sớm nhất của mất trí nhớ thường bao gồm:<br>Khó nhớ tên và chỗ để chìa khóa xe, hoặc các vật dụng thông thường khác<br>Khi mất trí nhớ nặng hơn, người ta có thể không nhớ thanh toán hóa đơn hoặc giữ đúng hẹn. Những người bị mất trí nhớ trầm trọng có thể gặp nhiều tình huống nguy hiểm, chẳng hạn như quên tắt bếp lò, quên khóa cửa khi rời khỏi nhà, hoặc quên để mắt tới trẻ nhỏ hoặc trẻ sơ sinh họ phải trông. Các triệu chứng khác (như trầm cảm, lú lẫn, thay đổi nhân cách, khó khăn trong các hoạt động hàng ngày) có thể xuất hiện tùy thuộc vào nguyên nhân gây ra mất trí nhớ.",[],,2022-01-12 12:38:00.008+00,1,1,2022-01-12 10:06:17.288+00,2022-01-12 12:38:00.022+00,
132,Nốt ruồi,,,,2022-01-14 04:23:34.517+00,1,1,2022-01-14 04:23:32.448+00,2022-01-14 04:23:34.529+00,
210,Chuyển động không theo ý muốn,,,,2022-01-14 07:27:22.649+00,1,1,2022-01-14 07:27:20.975+00,2022-01-14 07:27:22.665+00,
167,Mất nhận thức không gian,,"[""Nhầm lẫn và mất phương hướng""]",,2022-01-14 06:33:59.272+00,1,1,2022-01-14 06:33:57.324+00,2022-01-14 06:36:07.271+00,
256,Đau phía sau xương ức,,,,2022-01-14 08:29:49.578+00,3,3,2022-01-14 08:29:47.856+00,2022-01-14 08:29:49.589+00,
374,Ngủ gà,,,,2022-01-15 05:29:12.643+00,1,1,2022-01-15 05:29:11.373+00,2022-01-15 05:29:12.662+00,
375,Chậm chạm,,,,2022-01-15 05:29:31.635+00,1,1,2022-01-15 05:29:30.312+00,2022-01-15 05:29:31.661+00,
443,Gò tử cung,,,,2022-01-15 08:27:39.43+00,3,3,2022-01-15 08:27:32.42+00,2022-01-15 08:27:39.445+00,
377,Rối loạn nhịp tim,,,,2022-01-15 05:30:47.401+00,1,1,2022-01-15 05:30:46.07+00,2022-01-15 05:30:47.415+00,
378,Trầm cảm,,,,2022-01-15 05:31:21.823+00,1,1,2022-01-15 05:31:20.429+00,2022-01-15 05:31:21.838+00,
445,Máu kinh đóng thành cục lớn,,,,2022-01-15 08:29:59.843+00,3,3,2022-01-15 08:29:58.15+00,2022-01-15 08:29:59.855+00,
521,Sụp mi,,,,2022-01-16 10:31:25.002+00,2,2,2022-01-16 10:31:23.127+00,2022-01-16 10:31:25.043+00,
502,Khối u ở bụng,,,,2022-01-16 09:10:36.586+00,2,2,2022-01-16 09:10:35.077+00,2022-01-16 09:10:36.601+00,
503,Mắt gấu trúc,,,,2022-01-16 09:11:46.671+00,2,2,2022-01-16 09:11:45.335+00,2022-01-16 09:11:46.685+00,
578,Đầy bụng,,,,2022-01-17 10:42:32.047+00,1,1,2022-01-17 10:42:30.418+00,2022-01-17 10:42:32.061+00,
622,Thấy chấm đen trước mắt,,,,2022-01-18 02:24:46.486+00,1,1,2022-01-18 02:24:45.07+00,2022-01-18 02:24:46.498+00,
726,Tiểu đêm,,,,2022-01-18 04:19:33.009+00,1,1,2022-01-18 04:19:31.437+00,2022-01-18 04:19:33.021+00,
12,Sốt ở trẻ sơ sinh và trẻ em,"Nhiệt độ bình thường của cơ thể khác biệt từ người này sang người khác và dao động trong ngày. Nhiệt độ cơ thể bình thường ở trẻ em cao nhất ở lứa tuổi mẫu giáo ( trước khi đi học). Một số nghiên cứu đã ghi nhận rằng nhiệt độ cơ thể có xu hướng cao nhất vào buổi chiều và ở lứa tuổi từ 18-24 tháng tuổi, trẻ bình thường khỏe mạnh có nhiệt độ là 101 ° F. Tuy nhiên, sốt thường được định nghĩa khi nhiệt độ cơ thể ( đo ở trực tràng) ≥ 38.0° C (100.4 ° F).<br>Tầm quan trọng của sốt phụ thuộc vào bệnh cảnh lâm sàng chứ không phải là nhiệt độ đỉnh điểm; một số trẻ bệnh nhẹ gây sốt cao, trong khi một số khác bệnh nghiêm trọng chỉ tăng nhiệt độ mức độ nhẹ. Mặc dù nhận định của cha mẹ thường bị ảnh hưởng bởi nỗi lo sợ do sốt, tiền sử của nhiệt độ được đo tại nhà nên được coi là tương đương khi đo nhiệt độ tại bệnh viên.",[],,2022-01-12 12:41:42.671+00,1,1,2022-01-12 10:06:17.234+00,2022-01-12 12:41:42.685+00,
9,Vàng da,(Xem thêm Cấu trúc và chức năng gan<br>và Đánh giá bệnh nhân có bệnh lý gan<br>.)<br><br>,[],,2022-01-12 12:44:04.486+00,1,1,2022-01-12 10:06:17.242+00,2022-01-12 12:44:04.516+00,
135,Tăng tiết mồ hôi,"mồ hôi vùng nách tiết ra nhiều hơn bình thường, đặc biệt trong những ngày thời tiết nóng nực hoặc khi tâm lý căng thẳng, hoạt động mạnh.",,,2022-01-14 04:28:05.973+00,3,3,2022-01-14 04:28:04.592+00,2022-01-14 04:28:37.57+00,
136,Lác mắt,,,,2022-01-14 04:28:49.321+00,1,1,2022-01-14 04:28:47.698+00,2022-01-14 04:28:49.335+00,
171,Lo âu,,,,2022-01-14 06:38:04.184+00,1,1,2022-01-14 06:38:02.453+00,2022-01-14 06:38:04.198+00,
215,Đau cổ,,,,2022-01-14 07:32:24.985+00,3,3,2022-01-14 07:32:20.071+00,2022-01-14 07:32:25.005+00,
178,Màng màu xám dày vùng họng,,,,2022-01-14 06:42:23.173+00,1,1,2022-01-14 06:42:21.055+00,2022-01-14 06:42:23.19+00,
262,Đau bụng từng cơn,,,,2022-01-14 08:59:14.949+00,2,2,2022-01-14 08:36:42.88+00,2022-01-14 08:59:14.966+00,
315,Thèm muối,,,,2022-01-14 14:02:30.109+00,3,3,2022-01-14 14:02:28.19+00,2022-01-14 14:02:30.125+00,
318,Ho nhẹ,,,,2022-01-14 14:05:31.741+00,3,3,2022-01-14 14:05:29.875+00,2022-01-14 14:05:31.752+00,
381,Nổi mẩn,,,,2022-01-15 06:41:24.367+00,1,1,2022-01-15 06:41:23.078+00,2022-01-15 06:41:24.388+00,
319,Đỏ mặt,,,,2022-01-14 14:06:25.339+00,3,3,2022-01-14 14:06:15.441+00,2022-01-14 14:06:25.353+00,
22,Chảy máu đường tiêu hóa,"(Xem thêm Giãn tĩnh mạch<br>và tổn thương mạch máu đường tiêu hoá<br>.)<br>Chảy máu từ đường tiêu hoá có thể gặp ở bất kì vị trí nào của ống tiêu hoá từ miệng đến hậu môn, máu có thể nhìn thấy hoặc không. Biểu hiện phụ thuộc vào vị trí và mức độ nặng của chảy máu.<br>Nôn máu là nôn ra máu đỏ tươi, biểu hiện chảy máu đường tiêu hoá trên, thường là từ loét dạ dày<br>, tổn thương mạch,<br>hoặc là giãn tĩnh mạch<br>. Nôn dịch màu cà phê là trong chất nôn có lợn cợn cục màu nâu sẫm như bã cà phê. Đây là kết quả của xuất huyết từ đường tiêu hoá trên đã chậm lại hoặc dừng hẳn, có sự biến đổi của Hb có màu đỏ thành màu nâu hematin do dịch vị dạ dày.<br>Đại tiện phân máu là sự chảy máu trực tiếp từ trực tràng và thường là biểu hiện của xuất huyết tiêu hoá dưới, nhưng cũng có thể là xuất huyết tiêu hoá số lượng lớn làm một lượng máu lớn đào thải nhanh qua ruột.<br>Đại tiện phân đen là phân có màu đen, nát và thường là biểu hiện của xuất huyết tiêu hoá trên, nhưng cũng có thể của ruột non hoặc đại tràng phải. Khoảng 100 đến 200 ml máu chảy ở đường tiêu hóa trên để gây đại tiện phân đen, triệu chứng này có thể tồn tại trong vài ngày sau khi tình trạng chảy máu đã ngừng. Phân có màu đen không chứa máu có thể là do uống sắt, bismut hoặc các loại thực phẩm khác nhau và không nên nhầm lẫn với đại tiên phân đen do chảy máu.<br>Tình trạng máu ẩn trong phân mạn tính có thể có căn nguyên từ bất cứ vị trí nào trong đường tiêu hoá và có thể phát hiện bằng xét nghiệm tìm máu ẩn trong phân. Chảy máu cấp, trầm trọng cũng có thể xảy ra ở bất cứ vị trí nào trong đường tiêu hoá. Bệnh nhân có thể có dấu hiệu sốc. Bệnh nhân bị bệnh tim thiếu máu cục bộ có thể tiến triển thành bị đau thắt ngực hoặc nhồi máu cơ tim do tình trạng thiếu máu nuôi mạch vành.<br>Chảy máu đường tiêu hóa có thể gây bệnh não-gan<br>hoặc hội chứng gan thận<br>(suy thận do suy gan).",[],,2022-01-12 12:21:40.859+00,1,1,2022-01-12 10:06:17.361+00,2022-01-12 12:21:40.873+00,
32,Cục ở họng,"Khối trong họng (cảm giác nuốt vướng, có khối trong họng) là cảm giác có cục/khối trong họng, không liên quan đến nuốt, trong khi không có khối nào thực sự hiện hữu. (Xem Khối vùng cổ<br>nếu có một khối)",[],,2022-01-12 12:25:12.467+00,1,1,2022-01-12 10:06:17.483+00,2022-01-12 12:25:12.481+00,
133,Lông mi và lông mày nhợt nhạt,,,,2022-01-14 04:27:04.449+00,1,1,2022-01-14 04:27:02.724+00,2022-01-14 04:27:04.462+00,
168,Khó khăn trong việc suy luận,,,,2022-01-14 06:35:12.46+00,1,1,2022-01-14 06:35:10.834+00,2022-01-14 06:35:12.476+00,
259,Đau khi quan hệ,,,,2022-01-14 08:31:58.511+00,3,3,2022-01-14 08:31:57.005+00,2022-01-14 08:31:58.54+00,
258,Có dịch từ âm đạo,,,,2022-01-14 08:31:26.674+00,3,3,2022-01-14 08:31:25.252+00,2022-01-14 08:31:26.691+00,
260,Thay đổi da quanh âm hộ hoặc hậu môn,,,,2022-01-14 08:33:16.55+00,3,3,2022-01-14 08:33:09.819+00,2022-01-14 08:33:16.569+00,
379,Khản tiếng,,,,2022-01-15 05:36:13.339+00,1,1,2022-01-15 05:36:11.56+00,2022-01-15 05:36:13.387+00,
444,Thở dốc,,,,2022-01-15 08:29:48.641+00,3,3,2022-01-15 08:29:46.155+00,2022-01-15 08:29:48.654+00,
504,Khối u vùng dưới hàm,,,,2022-01-16 09:14:29.294+00,2,2,2022-01-16 09:14:25.353+00,2022-01-16 09:14:29.31+00,
522,Hạch cổ,,,,2022-01-16 10:31:46.733+00,2,2,2022-01-16 10:31:45.331+00,2022-01-16 10:31:46.744+00,
579,Da tái xanh,,,,2022-01-17 10:43:10.34+00,1,1,2022-01-17 10:43:07.717+00,2022-01-17 10:43:10.351+00,
623,Giả mạc hai bên thành họng,,,,2022-01-18 02:27:03.055+00,1,1,2022-01-18 02:27:01.387+00,2022-01-18 02:27:03.068+00,
727,Đau hông,,,,2022-01-18 04:20:02.528+00,1,1,2022-01-18 04:20:01.035+00,2022-01-18 04:20:02.553+00,
729,Yếu liệt chi dưới,,,,2022-01-18 04:21:14.227+00,1,1,2022-01-18 04:21:12.841+00,2022-01-18 04:21:14.265+00,
38,Đồng tử không đều,Bất đồng kích thước đồng tử Bất đồng kích thước đồng tử không biểu hiện triệu chứng.<br>© SPRINGER SCIENCE + BUSINESS MEDIA,"[""đồng tử không bằng nhau""]",,2022-01-12 12:08:49.741+00,1,3,2022-01-12 10:06:17.563+00,2022-01-12 12:08:49.754+00,
